>>> repeatability probe start 2026-08-17 05:35:53
[preflight] custody controls verified for 1 problem(s); keys sealed and unreadable by execution
[phase: development] results are for post-mortems and convergence checking, NOT for the paper's evaluation table.
2026-08-17 05:52:56,961 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 05:52:56,964 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 05:52:56,964 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 05:52:56,965 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 05:52:56,965 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 05:52:56,965 [oasis] INFO: Starting OASiS MCP server
2026-08-17 05:52:56,965 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 05:52:56,969 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 05:52:56,969 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 05:52:56,969 [oasis] INFO: Starting OASiS MCP server
2026-08-17 05:52:56,973 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 05:52:56,974 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 05:52:56,978 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_478fbff0-330c-4ba4-9ad6-d838717eb714.json (1 events)
2026-08-17 05:52:56,978 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 05:52:56,980 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 05:52:56,985 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 05:52:56,990 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_b89616c2-1559-40e3-80cd-7158cbb59cd5.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-08-17 05:53:01,526 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 05:53:01,527 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 05:53:01,527 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 05:53:01,528 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 05:53:01,532 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 05:53:01,534 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 05:53:01,534 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 05:53:01,537 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 05:53:01,537 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 05:53:01,540 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 05:53:01,540 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 05:53:01,543 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 05:53:01,543 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 05:53:01,548 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 05:53:01,548 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 05:53:01,548 [oasis] INFO: Starting OASiS MCP server
2026-08-17 05:53:01,556 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 05:53:01,563 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 05:53:01,568 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_36f379d0-8e2a-4001-832d-980434f98088.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-08-17 05:53:10,553 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 05:53:10,554 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 05:53:10,555 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 05:53:10,555 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 05:53:10,558 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 05:53:10,559 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 05:53:10,559 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 05:53:10,560 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 05:53:10,560 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 05:53:10,561 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 05:53:10,561 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 05:53:10,564 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 05:53:10,564 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 05:53:10,564 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 05:53:10,567 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 05:53:10,567 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 05:53:10,568 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 05:53:10,568 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 05:53:10,569 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 05:53:10,569 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 05:53:10,570 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 05:53:10,570 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 05:53:10,573 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 05:53:10,573 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 05:53:10,575 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 05:53:10,575 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 05:53:10,575 [oasis] INFO: Starting OASiS MCP server
2026-08-17 05:53:10,576 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 05:53:10,576 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 05:53:10,581 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 05:53:10,581 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 05:53:10,581 [oasis] INFO: Starting OASiS MCP server
2026-08-17 05:53:10,583 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 05:53:10,588 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 05:53:10,590 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 05:53:10,595 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 05:53:10,595 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_12245fd1-f0a2-4f14-a87d-675bd6ba9f07.json (1 events)
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
/home/alexander/Schreibtisch/ofa-v2/langgraph_eval/agent.py:215: RuntimeWarning: This package (`duckduckgo_search`) has been renamed to `ddgs`! Use `pip install ddgs` instead.
  with DDGS() as ddgs:
2026-08-17 05:53:20,575 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 05:53:20,576 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 05:53:20,577 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 05:53:20,577 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 05:53:20,581 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 05:53:20,583 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 05:53:20,583 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 05:53:20,586 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 05:53:20,586 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 05:53:20,590 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 05:53:20,590 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 05:53:20,592 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 05:53:20,592 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 05:53:20,597 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 05:53:20,597 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 05:53:20,597 [oasis] INFO: Starting OASiS MCP server
2026-08-17 05:53:20,605 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 05:53:20,610 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 05:53:20,616 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_db90c860-5bd0-45f4-ad83-877c992dce29.json (1 events)
2026-08-17 05:55:21,656 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 05:55:21,657 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 05:55:21,658 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 05:55:21,658 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 05:55:21,662 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 05:55:21,664 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 05:55:21,664 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 05:55:21,667 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 05:55:21,667 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 05:55:21,671 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 05:55:21,671 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 05:55:21,673 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 05:55:21,673 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 05:55:21,678 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 05:55:21,678 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 05:55:21,678 [oasis] INFO: Starting OASiS MCP server
2026-08-17 05:55:21,686 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 05:55:25,169 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 05:55:25,176 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_6f2192f0-66de-4ac1-bc2f-a3b311654fd1.json (2 events)
2026-08-17 05:56:56,345 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 05:56:56,346 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 05:56:56,347 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 05:56:56,347 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 05:56:56,351 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 05:56:56,353 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 05:56:56,353 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 05:56:56,356 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 05:56:56,356 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 05:56:56,360 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 05:56:56,360 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 05:56:56,362 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 05:56:56,362 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 05:56:56,367 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 05:56:56,368 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 05:56:56,368 [oasis] INFO: Starting OASiS MCP server
2026-08-17 05:56:56,376 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 05:56:56,379 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 05:57:42,806 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 05:57:42,807 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 05:57:42,808 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 05:57:42,808 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 05:57:42,812 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 05:57:42,815 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 05:57:42,815 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 05:57:42,817 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 05:57:42,817 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 05:57:42,821 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 05:57:42,821 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 05:57:42,823 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 05:57:42,823 [oasis.dune] INFO: DUNE-fem backend registered
2026-08-17 05:57:42,829 [oasis.registry] INFO: Registered backend: SPARTA (DSMC) (sparta)
2026-08-17 05:57:42,829 [oasis.sparta] INFO: SPARTA (DSMC) backend registered
2026-08-17 05:57:42,829 [oasis] INFO: Starting OASiS MCP server
2026-08-17 05:57:42,836 [mcp.server.lowlevel.server] INFO: Processing request of type CallToolRequest
2026-08-17 05:58:08,117 [mcp.server.lowlevel.server] INFO: Processing request of type ListToolsRequest
2026-08-17 05:58:08,122 [oasis] INFO: Session journal saved: /home/alexander/Schreibtisch/ofa-v2/data/sessions/session_79e74ec7-437c-4901-a761-691d6688c4d6.json (2 events)
[preflight] custody controls verified for 1 problem(s); keys sealed and unreadable by execution
[phase: development] results are for post-mortems and convergence checking, NOT for the paper's evaluation table.
[DU1 27b MCP s1] done  calls=22 tok=1588905/20058 481.6s
/home/alexander/Schreibtisch/ofa-v2/campaign3_blind/run_blind.py:598: ResourceWarning: unclosed file <_io.TextIOWrapper name='/home/alexander/Schreibtisch/ofa-v2/campaign3_blind/runs/DU1_27b_MCP_seed1/work/trajectory_live.txt' mode='a' encoding='utf-8'>
  run_one(pid, a.model, cond, a.seed, a.timeout)
ResourceWarning: Enable tracemalloc to get the object allocation traceback
/home/alexander/.local/share/python/cpython-3.12.13-linux-x86_64-gnu/lib/python3.12/asyncio/selector_events.py:879: ResourceWarning: unclosed transport <_SelectorSocketTransport fd=8>
<<< DU1 done 2026-08-17 05:58:22
[preflight] custody controls verified for 1 problem(s); keys sealed and unreadable by execution
[phase: development] results are for post-mortems and convergence checking, NOT for the paper's evaluation table.
[FE1 27b BARE s1] done  calls=85 tok=6659189/110379 1689.2s
2026-08-17 06:04:11,644 [oasis.registry] INFO: Loaded discovered config: 5 backends
2026-08-17 06:04:11,645 [oasis.registry] INFO: Registered backend: 4C Multiphysics (fourc)
2026-08-17 06:04:11,646 [oasis.registry] INFO: Registered backend: FEniCSx (dolfinx) (fenics)
2026-08-17 06:04:11,646 [oasis.registry] INFO: Registered backend: deal.II (dealii)
2026-08-17 06:04:11,650 [oasis.registry] INFO: Registered backend: FEBio (febio)
2026-08-17 06:04:11,652 [oasis.registry] INFO: Registered backend: NGSolve (ngsolve)
2026-08-17 06:04:11,652 [oasis.ngsolve] INFO: NGSolve backend registered
2026-08-17 06:04:11,655 [oasis.registry] INFO: Registered backend: scikit-fem (skfem)
2026-08-17 06:04:11,655 [oasis.skfem] INFO: scikit-fem backend registered
2026-08-17 06:04:11,659 [oasis.registry] INFO: Registered backend: Kratos Multiphysics (kratos)
2026-08-17 06:04:11,659 [oasis.kratos] INFO: Kratos Multiphysics backend registered
2026-08-17 06:04:11,661 [oasis.registry] INFO: Registered backend: DUNE-fem (dune)
2026-08-17 06:04:11,661 [oasis.dune] INFO: DUNE-fem backend registered
